index,unit1_rgb,unit1_pwr_60ghz,unit1_loc,unit2_loc,,unit1_beam_index,seq_index,time_stamp[UTC],unit2_direction,unit2_num_sat,unit2_sat_used,unit2_fix_type,unit2_DGPS,unit2_PDOP,unit2_HDOP
11,./unit1/camera_data/image_BS1_1538_01_20_56.jpg,./unit1/mmWave_data/mmWave_power_10.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_10.txt,,13,1,['01-20-56-750'],0,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.4,0.7
12,./unit1/camera_data/image_BS1_1539_01_20_56.jpg,./unit1/mmWave_data/mmWave_power_11.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_11.txt,,17,1,['01-20-56-875'],0,25,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.4,0.7
13,./unit1/camera_data/image_BS1_1540_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_12.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_12.txt,,20,1,['01-20-57-0'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
14,./unit1/camera_data/image_BS1_1542_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_13.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_13.txt,,26,1,['01-20-57-142'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
15,./unit1/camera_data/image_BS1_1543_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_14.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_14.txt,,29,1,['01-20-57-284'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
16,./unit1/camera_data/image_BS1_1544_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_15.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_15.txt,,32,1,['01-20-57-426'],0,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.5,0.8
17,./unit1/camera_data/image_BS1_1545_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_16.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_16.txt,,37,1,['01-20-57-568'],0,25,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.5,0.8
18,./unit1/camera_data/image_BS1_1546_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_17.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_17.txt,,40,1,['01-20-57-710'],0,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.4,0.8
19,./unit1/camera_data/image_BS1_1547_01_20_57.jpg,./unit1/mmWave_data/mmWave_power_18.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_18.txt,,44,1,['01-20-57-852'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.8
20,./unit1/camera_data/image_BS1_1548_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_19.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_19.txt,,47,1,['01-20-58-0'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.8
21,./unit1/camera_data/image_BS1_1549_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_20.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_20.txt,,49,1,['01-20-58-125'],0,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.4,0.8
22,./unit1/camera_data/image_BS1_1550_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_21.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_21.txt,,54,1,['01-20-58-250'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
23,./unit1/camera_data/image_BS1_1551_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_22.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_22.txt,,55,1,['01-20-58-375'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
24,./unit1/camera_data/image_BS1_1552_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_23.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_23.txt,,59,1,['01-20-58-500'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
25,./unit1/camera_data/image_BS1_1553_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_24.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_24.txt,,60,1,['01-20-58-625'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
26,./unit1/camera_data/image_BS1_1554_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_25.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_25.txt,,62,1,['01-20-58-750'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
27,./unit1/camera_data/image_BS1_1555_01_20_58.jpg,./unit1/mmWave_data/mmWave_power_26.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_26.txt,,62,1,['01-20-58-875'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
28,./unit1/camera_data/image_BS1_2162_01_22_16.jpg,./unit1/mmWave_data/mmWave_power_27.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_27.txt,,63,2,['01-22-16-498'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
29,./unit1/camera_data/image_BS1_2163_01_22_16.jpg,./unit1/mmWave_data/mmWave_power_28.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_28.txt,,59,2,['01-22-16-664'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
30,./unit1/camera_data/image_BS1_2164_01_22_16.jpg,./unit1/mmWave_data/mmWave_power_29.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_29.txt,,59,2,['01-22-16-830'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
31,./unit1/camera_data/image_BS1_2165_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_30.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_30.txt,,55,2,['01-22-17-0'],1,25,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.2,0.6
32,./unit1/camera_data/image_BS1_2166_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_31.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_31.txt,,55,2,['01-22-17-125'],1,7,G2 G5 G6 G12 G19 G24 G25,3D,Yes,1.2,0.6
33,./unit1/camera_data/image_BS1_2167_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_32.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_32.txt,,52,2,['01-22-17-250'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
34,./unit1/camera_data/image_BS1_2168_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_33.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_33.txt,,51,2,['01-22-17-375'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
35,./unit1/camera_data/image_BS1_2169_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_34.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_34.txt,,49,2,['01-22-17-500'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
36,./unit1/camera_data/image_BS1_2170_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_35.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_35.txt,,47,2,['01-22-17-625'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
37,./unit1/camera_data/image_BS1_2171_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_36.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_36.txt,,44,2,['01-22-17-750'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
38,./unit1/camera_data/image_BS1_2172_01_22_17.jpg,./unit1/mmWave_data/mmWave_power_37.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_37.txt,,42,2,['01-22-17-875'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
39,./unit1/camera_data/image_BS1_2173_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_38.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_38.txt,,39,2,['01-22-18-0'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
40,./unit1/camera_data/image_BS1_2174_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_39.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_39.txt,,37,2,['01-22-18-125'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
41,./unit1/camera_data/image_BS1_2175_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_40.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_40.txt,,34,2,['01-22-18-250'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
42,./unit1/camera_data/image_BS1_2176_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_41.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_41.txt,,30,2,['01-22-18-375'],1,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.1,0.6
43,./unit1/camera_data/image_BS1_2177_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_42.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_42.txt,,28,2,['01-22-18-500'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.1,0.6
44,./unit1/camera_data/image_BS1_2178_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_43.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_43.txt,,26,2,['01-22-18-625'],1,25,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.1,0.6
45,./unit1/camera_data/image_BS1_2179_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_44.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_44.txt,,22,2,['01-22-18-750'],1,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.1,0.6
46,./unit1/camera_data/image_BS1_2180_01_22_18.jpg,./unit1/mmWave_data/mmWave_power_45.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_45.txt,,20,2,['01-22-18-875'],1,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.1,0.6
47,./unit1/camera_data/image_BS1_2181_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_46.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_46.txt,,17,2,['01-22-19-0'],1,25,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.1,0.6
48,./unit1/camera_data/image_BS1_2182_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_47.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_47.txt,,17,2,['01-22-19-125'],1,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.2,0.6
49,./unit1/camera_data/image_BS1_2183_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_48.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_48.txt,,11,2,['01-22-19-250'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
50,./unit1/camera_data/image_BS1_2184_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_49.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_49.txt,,11,2,['01-22-19-375'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
51,./unit1/camera_data/image_BS1_2185_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_50.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_50.txt,,7,2,['01-22-19-500'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
52,./unit1/camera_data/image_BS1_2186_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_51.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_51.txt,,6,2,['01-22-19-625'],1,14,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23,3D,Yes,1.2,0.6
53,./unit1/camera_data/image_BS1_2187_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_52.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_52.txt,,4,2,['01-22-19-750'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
54,./unit1/camera_data/image_BS1_2188_01_22_19.jpg,./unit1/mmWave_data/mmWave_power_53.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_53.txt,,2,2,['01-22-19-875'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
55,./unit1/camera_data/image_BS1_2189_01_22_20.jpg,./unit1/mmWave_data/mmWave_power_54.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_54.txt,,2,2,['01-22-20-0'],1,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.3,0.6
56,./unit1/camera_data/image_BS1_2329_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_55.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_55.txt,,2,3,['01-22-38-0'],0,19,G2 G5 G6 G12 G19 G24 G25 R6 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.3,0.7
57,./unit1/camera_data/image_BS1_2330_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_56.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_56.txt,,2,3,['01-22-38-125'],0,13,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23,3D,Yes,1.5,0.7
58,./unit1/camera_data/image_BS1_2331_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_57.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_57.txt,,3,3,['01-22-38-250'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.3,0.7
59,./unit1/camera_data/image_BS1_2332_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_58.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_58.txt,,4,3,['01-22-38-375'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.3,0.7
60,./unit1/camera_data/image_BS1_2333_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_59.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_59.txt,,6,3,['01-22-38-500'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.2,0.6
61,./unit1/camera_data/image_BS1_2334_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_60.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_60.txt,,11,3,['01-22-38-625'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
62,./unit1/camera_data/image_BS1_2335_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_61.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_61.txt,,13,3,['01-22-38-750'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
63,./unit1/camera_data/image_BS1_2336_01_22_38.jpg,./unit1/mmWave_data/mmWave_power_62.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_62.txt,,15,3,['01-22-38-875'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.3,0.7
64,./unit1/camera_data/image_BS1_2337_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_63.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_63.txt,,19,3,['01-22-39-0'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
65,./unit1/camera_data/image_BS1_2338_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_64.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_64.txt,,22,3,['01-22-39-142'],0,12,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R22 R23,3D,Yes,1.4,0.7
66,./unit1/camera_data/image_BS1_2339_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_65.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_65.txt,,26,3,['01-22-39-284'],0,17,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
67,./unit1/camera_data/image_BS1_2341_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_66.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_66.txt,,33,3,['01-22-39-426'],0,17,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
68,./unit1/camera_data/image_BS1_2342_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_67.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_67.txt,,37,3,['01-22-39-568'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
69,./unit1/camera_data/image_BS1_2343_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_68.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_68.txt,,39,3,['01-22-39-710'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
70,./unit1/camera_data/image_BS1_2344_01_22_39.jpg,./unit1/mmWave_data/mmWave_power_69.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_69.txt,,43,3,['01-22-39-852'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.5,0.8
71,./unit1/camera_data/image_BS1_2345_01_22_40.jpg,./unit1/mmWave_data/mmWave_power_70.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_70.txt,,46,3,['01-22-40-0'],0,24,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30 B11 B12 B21 B23 B24 B25,3D,Yes,1.5,0.8
72,./unit1/camera_data/image_BS1_2346_01_22_40.jpg,./unit1/mmWave_data/mmWave_power_71.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_71.txt,,48,3,['01-22-40-142'],0,7,G2 G5 G6 G12 G19 G24 G25,3D,Yes,1.5,0.8
73,./unit1/camera_data/image_BS1_2347_01_22_40.jpg,./unit1/mmWave_data/mmWave_power_72.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_72.txt,,52,3,['01-22-40-284'],0,17,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
74,./unit1/camera_data/image_BS1_2348_01_22_40.jpg,./unit1/mmWave_data/mmWave_power_73.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_73.txt,,55,3,['01-22-40-426'],0,17,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
75,./unit1/camera_data/image_BS1_2349_01_22_40.jpg,./unit1/mmWave_data/mmWave_power_74.txt,./unit1/GPS_data/gps_location.txt,./unit2/GPS_data/gps_location_74.txt,,55,3,['01-22-40-568'],0,18,G2 G5 G6 G12 G19 G24 G25 R7 R12 R13 R21 R22 R23 E2 E13 E15 E27 E30,3D,Yes,1.4,0.7
